log distance [m];gridzone;easting [m];northing [m];height [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
16512.18;22;607875.9244;7616551.489;446.335;GirthWeld;13590;11.77;11.45;;;;;;;
16523.95;22;607887.206;7616548.295;445.5358;GirthWeld;13600;12.35;11.45;;;;;;;
16536.3;22;607899.0512;7616544.962;444.7626;GirthWeld;13610;12.35;11.45;;;;;;;
16548.65;22;607910.8969;7616541.675;443.8942;GirthWeld;13620;12.34;11.45;;;;;;;
16560.99;22;607922.7446;7616538.458;442.9177;GirthWeld;13630;12.35;11.45;;;;;;;
16573.34;22;607934.6175;7616535.293;441.9157;GirthWeld;13640;12.36;11.45;;;;;;;
16585.69;22;607946.5371;7616532.29;440.9066;GirthWeld;13650;12.34;11.45;;;;;;;
16598.03;22;607958.4482;7616529.323;439.8955;GirthWeld;13660;12.36;11.45;;;;;;;
16610.4;22;607970.3666;7616526.347;438.7277;GirthWeld;13670;12.29;11.45;;;;;;;
16622.69;22;607982.2273;7616523.351;437.747;GirthWeld;13680;12.3;11.45;;;;;;;
16634.99;22;607994.0875;7616520.29;436.8719;GirthWeld;13690;12.36;11.45;;;;;;;
16647.35;22;608005.9829;7616517.161;435.923;GirthWeld;13700;12.33;11.45;;;;;;;
16659.69;22;608018.1061;7616515.47;434.9138;GirthWeld;13710;12.31;11.45;;;;;;;
16672;22;608030.3313;7616515.728;434.035;GirthWeld;13720;12.22;11.45;;;;;;;
16684.21;22;608042.3755;7616517.517;433.3754;GirthWeld;13730;12.36;11.45;;;;;;;
16696.58;22;608054.562;7616519.355;432.7327;GirthWeld;13740;10;11.45;;;;;;;
16706.57;22;608064.4141;7616520.855;432.2162;GirthWeld;13750;12.34;11.45;;;;;;;
16718.92;22;608076.5777;7616522.674;431.4692;GirthWeld;13760;12.33;11.45;;;;;;;
16731.24;22;608088.7181;7616524.476;430.6147;GirthWeld;13770;12.35;11.45;;;;;;;
16743.59;22;608100.8855;7616526.271;429.782;GirthWeld;13780;1.63;11.45;;;;;;;
16745.22;22;608102.4903;7616526.511;429.676;GirthWeld;13790;11.22;11.45;;;;;;;
16756.44;22;608113.4805;7616528.152;428.4032;GirthWeld;13800;12.28;11.45;;;;;;;
16768.71;22;608125.2534;7616530.674;426.3504;GirthWeld;13810;12.28;11.45;;;;;;;
16780.99;22;608136.2591;7616535.919;425.7509;WT_Change  / nom. wt = 13.74 mm;13820;12.18;13.74;;;;;;;
16784.15;22;608138.9567;7616537.543;425.8228;AS_Casing;;;;;;;;;;
16793.17;22;608146.6869;7616542.178;425.9738;GirthWeld  / under casing;13830;12.36;13.74;;;;;;;
16805.54;22;608157.2923;7616548.494;426.0089;GirthWeld  / under casing;13840;12.17;13.74;;;;;;;
16817.7;22;608167.7493;7616554.678;425.9273;GirthWeld  / under casing;13850;12.2;13.74;;;;;;;
16829.9;22;608178.2427;7616560.855;425.7811;GirthWeld  / under casing;13860;12.33;13.74;;;;;;;
16842.23;22;608188.8566;7616567.087;425.5716;GirthWeld  / under casing;13870;12.36;13.74;;;;;;;
16854.59;22;608199.4804;7616573.35;425.2265;GirthWeld  / under casing;13880;11.97;13.74;;;;;;;
16862.19;22;608206.0029;7616577.214;424.9179;AE_Casing;;;;;;;;;;
16866.56;22;608209.7392;7616579.454;424.7069;WT_Change  / nom. wt = 11.45 mm;13890;3.03;11.45;;;;;;;
16869.59;22;608212.3341;7616581.008;424.5801;GirthWeld;13900;12.15;11.45;;;;;;;
16881.74;22;608223.3094;7616586.077;424.1713;GirthWeld;13910;7.74;11.45;;;;;;;
16889.48;22;608230.6063;7616588.602;424.0109;GirthWeld;13920;12.35;11.45;;;;;;;
16901.83;22;608242.2317;7616592.695;423.7178;GirthWeld;13930;12.35;11.45;;;;;;;
16914.18;22;608253.8145;7616596.908;423.3118;GirthWeld;13940;8.94;11.45;;;;;;;
16923.12;22;608262.1843;7616599.984;422.892;GirthWeld;13950;11.88;11.45;;;;;;;
16935;22;608273.3184;7616604.025;422.2259;GirthWeld;13960;12.26;11.45;;;;;;;
16947.26;22;608284.8427;7616608.093;421.5385;GirthWeld;13970;12.35;11.45;;;;;;;
16959.61;22;608296.4196;7616612.299;421.0109;GirthWeld;13980;12.2;11.45;;;;;;;
16971.81;22;608307.8381;7616616.502;420.5274;GirthWeld;13990;12.38;11.45;;;;;;;
16984.19;22;608319.428;7616620.772;420.0764;GirthWeld;14000;12.37;11.45;;;;;;;
16996.56;22;608331.0172;7616625.009;419.5315;GirthWeld;14010;12.33;11.45;;;;;;;
16999.24;22;608333.514;7616625.926;419.4;MM  / No. 9 @ KM 914+001,30;;;;;12:00;;;;;
17008.9;22;608342.4702;7616629.277;418.5583;GirthWeld;14020;11.98;11.45;;;;;;;
17020.88;22;608353.5996;7616633.42;417.1638;GirthWeld;14030;10.41;11.45;;;;;;;
17031.29;22;608363.2595;7616637.006;415.812;GirthWeld;14040;12.21;11.45;;;;;;;
17043.5;22;608374.4637;7616641.132;413.4748;GirthWeld;14050;12.42;11.45;;;;;;;
17055.92;22;608385.984;7616645.236;411.8248;GirthWeld;14060;12.35;11.45;;;;;;;
17068.28;22;608397.6012;7616649.359;411.5604;GirthWeld;14070;12.35;11.45;;;;;;;
17080.63;22;608409.228;7616653.473;411.4014;GirthWeld;14080;12.31;11.45;;;;;;;
17092.94;22;608420.787;7616657.532;412.178;GirthWeld;14090;12.35;11.45;;;;;;;
17105.29;22;608432.2853;7616661.603;414.0554;GirthWeld;14100;12.35;11.45;;;;;;;
17117.64;22;608443.7718;7616665.672;416.0253;GirthWeld;14110;12.34;11.45;;;;;;;
17129.99;22;608455.2842;7616669.689;417.8652;GirthWeld;14120;9.62;11.45;;;;;;;
17139.61;22;608464.2697;7616672.844;419.1628;GirthWeld;14130;12.34;11.45;;;;;;;
17151.94;22;608475.8027;7616677.004;420.345;GirthWeld;14140;11.84;11.45;;;;;;;
17163.78;22;608486.8966;7616681.057;420.8003;GirthWeld;14150;12.36;11.45;;;;;;;
17176.13;22;608498.4692;7616685.325;421.1102;GirthWeld;14160;12.35;11.45;;;;;;;
17188.48;22;608510.0405;7616689.564;421.5168;GirthWeld;14170;12.38;11.45;;;;;;;
17200.86;22;608521.6538;7616693.769;421.9861;GirthWeld;14180;12.38;11.45;;;;;;;
17213.24;22;608533.4403;7616697.402;422.4861;GirthWeld;14190;12.44;11.45;;;;;;;
17225.67;22;608545.7749;7616698.118;423.0688;GirthWeld;14200;11.98;11.45;;;;;;;
17237.65;22;608557.6339;7616696.697;423.489;GirthWeld;14210;11.83;11.45;;;;;;;
17249.48;22;608569.2902;7616694.785;423.6564;GirthWeld;14220;12.34;11.45;;;;;;;
17261.82;22;608581.4475;7616692.798;423.4827;GirthWeld;14230;11.69;11.45;;;;;;;
17273.52;22;608592.9571;7616690.953;422.8504;GirthWeld;14240;12.34;11.45;;;;;;;
17285.86;22;608605.0888;7616689.056;421.8824;GirthWeld;14250;11.93;11.45;;;;;;;
17297.79;22;608616.5034;7616687.265;419.2631;GirthWeld;14260;12.28;11.45;;;;;;;
17310.07;22;608628.2344;7616685.505;416.3721;GirthWeld;14270;12.11;11.45;;;;;;;
17322.17;22;608640.1473;7616683.732;415.9029;GirthWeld;14280;12.39;11.45;;;;;;;
17334.56;22;608652.1951;7616681.833;417.7821;GirthWeld;14290;12.32;11.45;;;;;;;
17346.88;22;608664.0528;7616679.989;420.5092;GirthWeld;14300;12.33;11.45;;;;;;;
17359.21;22;608676.0613;7616678.055;422.4505;GirthWeld;14310;12.11;11.45;;;;;;;
17371.32;22;608687.8748;7616676.128;424.2296;GirthWeld;14320;1.72;11.45;;;;;;;
17373.04;22;608689.5501;7616675.848;424.4626;GirthWeld;14330;12.34;11.45;;;;;;;
17385.38;22;608701.6224;7616673.877;425.9952;GirthWeld;14340;12.19;11.45;;;;;;;
17397.57;22;608713.5741;7616671.923;427.2793;GirthWeld;14350;12.01;11.45;;;;;;;
17409.58;22;608725.3598;7616670.051;428.5245;GirthWeld;14360;12.35;11.45;;;;;;;
17421.93;22;608737.4943;7616668.18;429.7461;GirthWeld;14370;12.33;11.45;;;;;;;
17434.27;22;608749.6243;7616666.358;430.9124;GirthWeld;14380;12.35;11.45;;;;;;;
17446.62;22;608761.7678;7616664.522;432.0848;GirthWeld;14390;12.33;11.45;;;;;;;
17458.95;22;608773.9042;7616662.682;433.1292;GirthWeld;14400;12.36;11.45;;;;;;;
17471.31;22;608786.0743;7616660.826;434.0069;GirthWeld;14410;11.84;11.45;;;;;;;
17483.15;22;608797.7285;7616659.049;434.9824;GirthWeld;14420;12.06;11.45;;;;;;;
17495.21;22;608809.5922;7616657.244;436.0231;GirthWeld;14430;12.23;11.45;;;;;;;
17507.44;22;608821.6471;7616655.439;436.8239;GirthWeld;14440;11.24;11.45;;;;;;;
17518.68;22;608832.7507;7616653.834;437.1111;GirthWeld;14450;12.29;11.45;;;;;;;
17530.97;22;608844.8844;7616652.043;436.8697;GirthWeld;14460;12.31;11.45;;;;;;;
17543.28;22;608857.0042;7616650.064;436.8627;GirthWeld;14470;12.34;11.45;;;;;;;
17555.63;22;608869.1487;7616648.054;437.5384;GirthWeld;14480;10.8;11.45;;;;;;;
17566.42;22;608879.7366;7616646.329;438.5939;GirthWeld;14490;9.98;11.45;;;;;;;
17576.4;22;608889.5039;7616644.725;439.7352;GirthWeld;14500;3.01;11.45;;;;;;;
17579.41;22;608892.4624;7616644.248;439.9923;GirthWeld;14510;12.25;11.45;;;;;;;
17591.66;22;608904.5211;7616642.381;440.8837;GirthWeld;14520;12.35;11.45;;;;;;;
17604.01;22;608916.6843;7616640.488;441.6768;GirthWeld;14530;12.43;11.45;;;;;;;
17616.42;22;608928.2178;7616636.203;442.4199;MELO-COFE  / girth weld feature;;;;-12.4;2:53;13;;16;40;n/a
17616.44;22;608928.2408;7616636.191;442.4213;GirthWeld;14540;12.39;11.45;;;;;;;
17628.83;22;608938.8175;7616629.83;443.0267;GirthWeld;14550;12.32;11.45;;;;;;;
17641.15;22;608948.6479;7616622.447;443.4673;GirthWeld;14560;12.33;11.45;;;;;;;
17653.49;22;608958.4266;7616614.972;443.8518;GirthWeld;14570;12.37;11.45;;;;;;;
17665.83;22;608968.1775;7616607.43;444.1692;MELO-COFE;;;;-12.35;3:38;10;;16;104;n/a
17665.85;22;608968.1917;7616607.419;444.1697;GirthWeld;14580;12.33;11.45;;;;;;;
17678.19;22;608977.9144;7616599.862;444.2697;GirthWeld;14590;12.33;11.45;;;;;;;
17690.51;22;608987.6642;7616592.364;444.703;GirthWeld;14600;12.3;11.45;;;;;;;
17702.81;22;608997.3797;7616584.863;445.1377;GirthWeld;14610;12.21;11.45;;;;;;;
17715.02;22;609007.0154;7616577.402;445.4408;GirthWeld;14620;12.31;11.45;;;;;;;
17727.33;22;609016.7449;7616569.884;445.615;GirthWeld;14630;12.32;11.45;;;;;;;
17739.66;22;609026.4788;7616562.36;445.787;GirthWeld;14640;12.35;11.45;;;;;;;
17752;22;609036.21;7616554.793;446.0176;GirthWeld;14650;12.35;11.45;;;;;;;
17764.35;22;609045.9348;7616547.22;446.2506;GirthWeld;14660;12.35;11.45;;;;;;;
17776.7;22;609055.6597;7616539.645;446.4924;GirthWeld;14670;12.36;11.45;;;;;;;
17789.06;22;609065.3996;7616532.064;446.6399;GirthWeld;14680;12.18;11.45;;;;;;;
17801.24;22;609074.9754;7616524.56;446.6756;GirthWeld;14690;12.44;11.45;;;;;;;
17813.68;22;609083.7261;7616515.801;446.7419;GirthWeld;14700;12.37;11.45;;;;;;;
17826.04;22;609091.1143;7616505.918;446.8471;GirthWeld;14710;12.3;11.45;;;;;;;
17838.35;22;609097.8801;7616495.666;446.8887;GirthWeld;14720;12.34;11.45;;;;;;;
17850.69;22;609104.6352;7616485.361;446.7998;GirthWeld;14730;12.37;11.45;;;;;;;
17863.06;22;609111.364;7616475.005;446.714;GirthWeld;14740;12.35;11.45;;;;;;;
17875.4;22;609118.0568;7616464.654;446.7145;GirthWeld;14750;12.37;11.45;;;;;;;
17887.77;22;609124.7778;7616454.295;446.7998;GirthWeld;14760;12.33;11.45;;;;;;;
17900.1;22;609131.4845;7616443.971;446.8603;GirthWeld;14770;12.18;11.45;;;;;;;
17912.28;22;609138.0933;7616433.762;446.7898;GirthWeld;14780;12.35;11.45;;;;;;;
17924.63;22;609144.8178;7616423.428;446.7148;GirthWeld;14790;12.36;11.45;;;;;;;
17936.99;22;609151.6036;7616413.119;446.6217;GirthWeld;14800;11.97;11.45;;;;;;;
17948.96;22;609158.233;7616403.182;446.4375;GirthWeld;14810;12.31;11.45;;;;;;;
17961.26;22;609166.1086;7616393.787;446.4074;GirthWeld;14820;12.32;11.45;;;;;;;
17973.58;22;609175.0364;7616385.333;446.5133;GirthWeld;14830;12.35;11.45;;;;;;;
17985.92;22;609184.1113;7616376.99;446.5366;GirthWeld;14840;12.32;11.45;;;;;;;
17998.25;22;609193.1742;7616368.669;446.4697;GirthWeld;14850;12.36;11.45;;;;;;;
18010.61;22;609202.2241;7616360.275;446.3436;GirthWeld;14860;12.33;11.45;;;;;;;
18022.94;22;609211.2407;7616351.902;446.2184;GirthWeld;14870;11.91;11.45;;;;;;;
18034.85;22;609219.9774;7616343.83;446.0826;GirthWeld;14880;12.25;11.45;;;;;;;
18047.1;22;609228.9663;7616335.54;445.9048;GirthWeld;14890;12.36;11.45;;;;;;;
18059.46;22;609238.0307;7616327.172;445.7097;GirthWeld;14900;12.33;11.45;;;;;;;
18071.79;22;609247.1056;7616318.851;445.4943;GirthWeld;14910;12.34;11.45;;;;;;;
18084.13;22;609256.2149;7616310.554;445.2869;GirthWeld;14920;12.3;11.45;;;;;;;
18096.44;22;609265.2891;7616302.284;444.9807;GirthWeld;14930;12.29;11.45;;;;;;;
18108.72;22;609274.3639;7616294.033;444.6458;GirthWeld;14940;12.36;11.45;;;;;;;
18121.08;22;609283.5273;7616285.785;444.2432;GirthWeld;14950;12.31;11.45;;;;;;;
18133.4;22;609293.1134;7616278.12;443.8898;GirthWeld;14960;12.3;11.45;;;;;;;
18145.69;22;609303.7712;7616272.114;443.6775;GirthWeld;14970;12.31;11.45;;;;;;;
18158;22;609315.3059;7616267.896;443.3181;GirthWeld;14980;11.82;11.45;;;;;;;
18160.15;22;609317.3158;7616267.164;443.2172;MELO-CORR  / PR# 12;;;;-2.15;7:15;18;0.93;62;33;NO
18166.42;22;609323.167;7616265.058;442.5607;MELO-CORR  / PR# 07;;;;-8.41;5:16;23;0.93;67;26;NO
18166.42;22;609323.1763;7616265.054;442.5591;MELO-CORR  / PR# 10;;;;-8.42;5:35;20;0.93;57;54;NO
18169.83;22;609326.3278;7616263.939;441.9832;GirthWeld;14990;12.32;11.45;;;;;;;
18170.96;22;609327.3839;7616263.567;441.789;MELO-CORR  / PR# 04;;;;-1.14;5:30;35;0.92;33;77;NO
18173.13;22;609329.3924;7616262.859;441.4384;MELO-CORR;;;;-3.3;4:06;11;0.91;37;65;NO
18182.14;22;609337.8819;7616259.942;440.8921;GirthWeld;15000;12.35;11.45;;;;;;;
18194.49;22;609349.5596;7616255.997;440.628;GirthWeld;15010;12.32;11.45;;;;;;;
18206.81;22;609361.2131;7616252.083;440.7387;GirthWeld;15020;11.87;11.45;;;;;;;
18218.55;22;609372.333;7616248.374;441.1236;MELO-MIFE  / p. grinding;;;;-11.75;8:04;11;;43;21;YES
18218.68;22;609372.4532;7616248.333;441.124;GirthWeld;15030;4.9;11.45;;;;;;;
18223.58;22;609377.0923;7616246.792;441.1257;GirthWeld;15040;12.35;11.45;;;;;;;
18235.93;22;609388.7827;7616242.875;440.9772;GirthWeld;15050;12.35;11.45;;;;;;;
18248.28;22;609400.4866;7616239.004;440.6192;GirthWeld;15060;12.22;11.45;;;;;;;
18260.5;22;609412.0524;7616235.161;440.1156;GirthWeld;15070;12.38;11.45;;;;;;;
18272.88;22;609423.745;7616231.188;439.5963;GirthWeld;15080;12.34;11.45;;;;;;;
18285.22;22;609435.4061;7616227.248;439.0316;GirthWeld;15090;12.37;11.45;;;;;;;
18297.59;22;609447.1049;7616223.33;438.5684;GirthWeld;15100;12.34;11.45;;;;;;;
18309.93;22;609458.7854;7616219.425;438.1477;GirthWeld;15110;12.33;11.45;;;;;;;
18322.26;22;609470.4218;7616215.428;437.7367;GirthWeld;15120;12.39;11.45;;;;;;;
18334.65;22;609482.0996;7616211.392;437.2333;GirthWeld;15130;12.36;11.45;;;;;;;
18347.01;22;609493.7481;7616207.369;436.7138;GirthWeld;15140;12.34;11.45;;;;;;;
18359.35;22;609505.3781;7616203.336;436.273;GirthWeld;15150;11.77;11.45;;;;;;;
18371.11;22;609516.4703;7616199.488;435.8495;GirthWeld;15160;12.37;11.45;;;;;;;
18383.48;22;609528.1406;7616195.504;435.2869;GirthWeld;15170;12.35;11.45;;;;;;;
18395.83;22;609539.7928;7616191.509;434.7676;GirthWeld;15180;12.36;11.45;;;;;;;
18408.19;22;609551.4575;7616187.523;434.2247;GirthWeld;15190;12.35;11.45;;;;;;;
18420.54;22;609563.0924;7616183.494;433.6204;GirthWeld;15200;12.36;11.45;;;;;;;
18432.9;22;609574.7386;7616179.472;432.9132;GirthWeld;15210;12.35;11.45;;;;;;;
18445.25;22;609586.3723;7616175.469;432.1161;GirthWeld;15220;12.26;11.45;;;;;;;
18457.51;22;609597.9242;7616171.503;431.3646;GirthWeld;15230;12.36;11.45;;;;;;;
18469.87;22;609609.5476;7616167.447;430.6076;GirthWeld;15240;12.32;11.45;;;;;;;
18482.19;22;609621.1362;7616163.405;429.8046;GirthWeld;15250;12.12;11.45;;;;;;;
18494.31;22;609632.5458;7616159.502;428.8739;GirthWeld;15260;12.34;11.45;;;;;;;
18506.65;22;609644.1862;7616155.59;427.9358;GirthWeld;15270;12.36;11.45;;;;;;;
18519.01;22;609655.8273;7616151.604;427.0237;GirthWeld;15280;12.36;11.45;;;;;;;
18531.37;22;609667.4556;7616147.582;426.1208;GirthWeld;15290;12.34;11.45;;;;;;;
18543.7;22;609679.0709;7616143.6;425.2167;GirthWeld;15300;12.33;11.45;;;;;;;
18556.04;22;609690.6838;7616139.627;424.2702;GirthWeld;15310;12.33;11.45;;;;;;;
18568.36;22;609702.2916;7616135.637;423.437;GirthWeld;15320;12.34;11.45;;;;;;;
18580.7;22;609713.9158;7616131.638;422.6552;GirthWeld;15330;12.26;11.45;;;;;;;
18592.96;22;609725.4769;7616127.718;421.7994;GirthWeld;15340;12.39;11.45;;;;;;;
18605.35;22;609737.1583;7616123.773;420.8724;GirthWeld;15350;12.35;11.45;;;;;;;
18617.69;22;609748.7816;7616119.744;420.1423;GirthWeld;15360;12.33;11.45;;;;;;;
18630.03;22;609760.3822;7616115.68;419.4865;GirthWeld;15370;12.34;11.45;;;;;;;
18642.37;22;609772.0139;7616111.676;418.7892;GirthWeld;15380;12.33;11.45;;;;;;;
18654.7;22;609783.6253;7616107.648;418.177;GirthWeld;15390;12.35;11.45;;;;;;;
18667.05;22;609795.2457;7616103.569;417.518;GirthWeld;15400;12.35;11.45;;;;;;;
18679.4;22;609806.8458;7616099.482;416.7507;GirthWeld;15410;12.06;11.45;;;;;;;
18691.45;22;609818.1873;7616095.519;416.0028;GirthWeld;15420;12.25;11.45;;;;;;;
18703.7;22;609829.7399;7616091.571;415.312;GirthWeld;15430;12.12;11.45;;;;;;;
18715.82;22;609841.1538;7616087.658;414.4868;GirthWeld;15440;12.37;11.45;;;;;;;
18728.19;22;609852.7586;7616083.659;413.1985;GirthWeld;15450;12.36;11.45;;;;;;;
18740.55;22;609864.3648;7616079.66;411.988;GirthWeld;15460;12.35;11.45;;;;;;;
18752.9;22;609875.9247;7616075.618;410.5594;GirthWeld;15470;11.84;11.45;;;;;;;
18764.74;22;609886.9892;7616071.766;409.0587;GirthWeld;15480;12.34;11.45;;;;;;;
18777.08;22;609898.5214;7616067.767;407.4513;GirthWeld;15490;12.33;11.45;;;;;;;
18789.41;22;609910.0534;7616063.784;405.8665;GirthWeld;15500;12.39;11.45;;;;;;;
18801.8;22;609921.686;7616059.762;404.6626;GirthWeld;15510;12.37;11.45;;;;;;;
18814.16;22;609933.3172;7616055.863;403.3158;GirthWeld;15520;11.95;11.45;;;;;;;
18826.11;22;609944.5778;7616052.187;401.9495;GirthWeld;15530;12.35;11.45;;;;;;;
18838.46;22;609956.1968;7616048.392;400.3877;GirthWeld;15540;12.36;11.45;;;;;;;
18850.82;22;609967.761;7616044.58;398.4378;GirthWeld;15550;12.33;11.45;;;;;;;
18863.15;22;609979.2486;7616040.768;396.2096;GirthWeld;15560;9.2;11.45;;;;;;;
18872.35;22;609987.8101;7616037.874;394.6237;GirthWeld;15570;12.29;11.45;;;;;;;
18884.64;22;609999.1436;7616033.886;392.1721;GirthWeld;15580;12.4;11.45;;;;;;;
18897.04;22;610010.6816;7616029.697;391.0975;GirthWeld;15590;12.37;11.45;;;;;;;
18909.42;22;610022.2516;7616025.368;391.3268;GirthWeld;15600;12.34;11.45;;;;;;;
18921.76;22;610033.7543;7616020.95;391.4608;GirthWeld;15610;12.35;11.45;;;;;;;
18934.11;22;610045.1491;7616016.244;391.5946;GirthWeld;15620;12.26;11.45;;;;;;;
18946.37;22;610056.6738;7616012.488;390.466;GirthWeld;15630;12.27;11.45;;;;;;;
18958.64;22;610068.3735;7616009.268;389.2546;GirthWeld;15640;12.41;11.45;;;;;;;
18971.04;22;610079.904;7616004.92;390.2613;GirthWeld;15650;12.31;11.45;;;;;;;
18983.35;22;610091.384;7616000.732;391.3563;GirthWeld;15660;12.35;11.45;;;;;;;
18995.7;22;610103.1323;7615997.002;391.5772;GirthWeld;15670;12.33;11.45;;;;;;;
19008.02;22;610114.853;7615993.267;391.9636;GirthWeld;15680;12.36;11.45;;;;;;;
19020.38;22;610126.5946;7615989.507;392.5428;GirthWeld;15690;12.39;11.45;;;;;;;
19032.77;22;610138.3003;7615985.583;393.3488;GirthWeld;15700;12.04;11.45;;;;;;;
19044.81;22;610149.6443;7615981.705;394.2643;GirthWeld;15710;8.16;11.45;;;;;;;
19052.97;22;610157.3232;7615979.084;395.0203;GirthWeld;15720;12.35;11.45;;;;;;;
19065.32;22;610168.8987;7615975.104;396.5933;GirthWeld;15730;12.37;11.45;;;;;;;
19077.69;22;610180.4781;7615971.06;398.0831;GirthWeld;15740;11.46;11.45;;;;;;;
19082.39;22;610184.872;7615969.534;398.55;MM  / No. 10 @ KM 916+086,50;;;;;12:00;;;;;
19089.14;22;610191.2017;7615967.346;399.1421;GirthWeld;15750;12.36;11.45;;;;;;;
19101.51;22;610202.8355;7615963.34;400.2258;GirthWeld;15760;12.34;11.45;;;;;;;
19113.85;22;610214.455;7615959.357;401.3156;GirthWeld;15770;12.16;11.45;;;;;;;
19126.01;22;610225.8785;7615955.387;402.4323;GirthWeld;15780;12.32;11.45;;;;;;;
19138.33;22;610237.4554;7615951.373;403.6064;GirthWeld;15790;12.37;11.45;;;;;;;
19150.7;22;610249.0935;7615947.385;404.7339;GirthWeld;15800;12.35;11.45;;;;;;;
19163.04;22;610260.7079;7615943.387;405.8858;GirthWeld;15810;12.34;11.45;;;;;;;
19175.38;22;610272.3287;7615939.412;406.9486;GirthWeld;15820;12.35;11.45;;;;;;;
19187.74;22;610283.9659;7615935.413;407.8738;GirthWeld;15830;12.35;11.45;;;;;;;
19200.09;22;610295.5906;7615931.382;408.7923;GirthWeld;15840;12.34;11.45;;;;;;;
19212.43;22;610307.1983;7615927.343;409.743;GirthWeld;15850;12.35;11.45;;;;;;;
19224.78;22;610318.8263;7615923.339;410.6777;GirthWeld;15860;12.34;11.45;;;;;;;
19237.12;22;610330.4591;7615919.313;411.3981;GirthWeld;15870;12.26;11.45;;;;;;;
19249.38;22;610342.002;7615915.288;412.0915;GirthWeld;15880;11.97;11.45;;;;;;;
19261.35;22;610353.2872;7615911.405;412.7543;GirthWeld;15890;12.14;11.45;;;;;;;
19273.48;22;610364.7243;7615907.43;413.3515;GirthWeld;15900;12.29;11.45;;;;;;;
19285.77;22;610376.309;7615903.427;413.9674;GirthWeld;15910;12.31;11.45;;;;;;;
19298.08;22;610387.9019;7615899.385;414.5798;GirthWeld;15920;12.19;11.45;;;;;;;
19310.27;22;610399.3917;7615895.392;415.1998;GirthWeld;15930;12.17;11.45;;;;;;;
19322.44;22;610410.8811;7615891.466;415.8199;GirthWeld;15940;12.32;11.45;;;;;;;
19334.76;22;610422.51;7615887.47;416.3579;GirthWeld;15950;12.36;11.45;;;;;;;
19347.12;22;610434.1878;7615883.504;416.8604;GirthWeld;15960;12.33;11.45;;;;;;;
19359.45;22;610445.8426;7615879.558;417.2584;GirthWeld;15970;12.37;11.45;;;;;;;
19371.82;22;610457.5345;7615875.587;417.5697;GirthWeld;15980;11.81;11.45;;;;;;;
19383.62;22;610468.6809;7615871.759;417.9394;GirthWeld;15990;12.34;11.45;;;;;;;
19395.97;22;610480.3415;7615867.784;418.3472;GirthWeld;16000;12.36;11.45;;;;;;;
19408.33;22;610492.0254;7615863.814;418.7114;GirthWeld;16010;12.33;11.45;;;;;;;
19420.66;22;610503.684;7615859.856;419.0934;GirthWeld;16020;11.98;11.45;;;;;;;
19432.64;22;610515.0012;7615855.982;419.4321;GirthWeld;16030;12.36;11.45;;;;;;;
19445;22;610526.684;7615852.015;419.6718;GirthWeld;16040;12.36;11.45;;;;;;;
19457.36;22;610538.3516;7615847.989;419.8855;GirthWeld;16050;12.31;11.45;;;;;;;
19469.67;22;610549.9679;7615843.963;420.0439;GirthWeld;16060;12.38;11.45;;;;;;;
19482.05;22;610561.6486;7615839.934;420.2893;GirthWeld;16070;12.34;11.45;;;;;;;
19494.39;22;610573.3097;7615835.943;420.4685;GirthWeld;16080;12.36;11.45;;;;;;;
19506.75;22;610584.99;7615831.955;420.6061;GirthWeld;16090;12.36;11.45;;;;;;;
19519.11;22;610596.6728;7615827.984;420.7647;GirthWeld;16100;12.06;11.45;;;;;;;
19531.17;22;610608.0652;7615824.086;420.8604;GirthWeld;16110;12.38;11.45;;;;;;;
19543.54;22;610619.7534;7615820.075;420.9874;GirthWeld;16120;12.24;11.45;;;;;;;
19555.78;22;610631.3118;7615816.095;421.1396;GirthWeld;16130;12.34;11.45;;;;;;;
19568.12;22;610642.9554;7615812.062;421.2467;GirthWeld;16140;12.37;11.45;;;;;;;
19580.49;22;610654.6295;7615808.04;421.2687;GirthWeld;16150;12.34;11.45;;;;;;;
19592.83;22;610666.2773;7615804.008;421.1556;GirthWeld;16160;12.24;11.45;;;;;;;
19605.08;22;610677.8306;7615800.016;421.0677;GirthWeld;16170;12.32;11.45;;;;;;;
19617.4;22;610689.4799;7615796.054;421.2642;GirthWeld;16180;11.99;11.45;;;;;;;
19629.39;22;610700.8064;7615792.173;421.3466;GirthWeld;16190;12.38;11.45;;;;;;;
19641.77;22;610712.489;7615788.138;421.3827;GirthWeld;16200;12.33;11.45;;;;;;;
19654.09;22;610724.133;7615784.145;421.4134;GirthWeld;16210;12.35;11.45;;;;;;;
19666.44;22;610735.782;7615780.1;421.4062;GirthWeld;16220;12.35;11.45;;;;;;;
19678.79;22;610747.4338;7615776.07;421.3785;GirthWeld;16230;12.35;11.45;;;;;;;
19691.14;22;610759.1071;7615772.095;421.3737;GirthWeld;16240;12.24;11.45;;;;;;;
19703.38;22;610770.6904;7615768.182;421.3333;GirthWeld;16250;10.36;11.45;;;;;;;
