log dist. [m];gridzone;easting [m];northing [m];heighting [m];event / comment;J. no.;J. len [m];t [mm];to u/s w. [m];o'clock;depth [%];ERF;length [mm];width [mm];internal
11001.74;22;602668.1253;7618261.487;456.0178;Girth Weld;9040;12.36;11.45;;;;;;;
11014.1;22;602679.7021;7618257.297;455.2101;Girth Weld;9050;12.32;11.45;;;;;;;
11026.42;22;602691.2087;7618253.069;454.2252;Girth Weld;9060;12.4;11.45;;;;;;;
11038.82;22;602702.8504;7618248.978;453.768;Girth Weld;9070;12.3;11.45;;;;;;;
11051.12;22;602714.4133;7618244.957;454.7887;Girth Weld;9080;12.35;11.45;;;;;;;
11063.47;22;602726.0475;7618240.877;455.3176;Girth Weld;9090;12.34;11.45;;;;;;;
11075.81;22;602737.6587;7618236.762;455.8005;Girth Weld;9100;2.06;11.45;;;;;;;
11077.87;22;602739.5957;7618236.082;455.8922;Girth Weld;9110;11;11.45;;;;;;;
11088.86;22;602749.9219;7618232.382;456.5089;Girth Weld;9120;12.32;11.45;;;;;;;
11101.18;22;602761.4776;7618228.212;457.2665;Girth Weld;9130;12.37;11.45;;;;;;;
11113.55;22;602773.1078;7618224.077;457.7669;Girth Weld;9140;12.36;11.45;;;;;;;
11125.9;22;602784.7367;7618219.956;458.1641;Girth Weld;9150;12.36;11.45;;;;;;;
11138.26;22;602796.3568;7618215.802;458.5601;Girth Weld;9160;12.02;11.45;;;;;;;
11150.28;22;602807.6567;7618211.788;459.1688;Girth Weld;9170;12.37;11.45;;;;;;;
11162.65;22;602819.2839;7618207.677;459.9162;Girth Weld;9180;12.32;11.45;;;;;;;
11174.96;22;602830.8758;7618203.596;460.579;Girth Weld;9190;12.37;11.45;;;;;;;
11187.33;22;602842.5156;7618199.497;461.1717;Girth Weld;9200;12.37;11.45;;;;;;;
11199.7;22;602854.1621;7618195.39;461.6465;Girth Weld;9210;12.31;11.45;;;;;;;
11212.01;22;602865.7622;7618191.335;462.1134;Girth Weld;9220;12.13;11.45;;;;;;;
11224.14;22;602877.2037;7618187.374;462.5662;Girth Weld;9230;12.33;11.45;;;;;;;
11236.47;22;602888.8396;7618183.347;462.978;Girth Weld;9240;12.35;11.45;;;;;;;
11248.82;22;602900.4838;7618179.278;463.3622;Girth Weld;9250;11.44;11.45;;;;;;;
11260.26;22;602911.2591;7618175.492;463.7787;Girth Weld;9260;12.36;11.45;;;;;;;
11272.62;22;602922.8929;7618171.392;464.3512;Girth Weld;9270;12.34;11.45;;;;;;;
11284.96;22;602934.4954;7618167.265;464.9593;Girth Weld;9280;12.35;11.45;;;;;;;
11297.32;22;602946.099;7618163.085;465.3863;Girth Weld;9290;12.34;11.45;;;;;;;
11309.66;22;602957.696;7618158.923;465.8403;Girth Weld;9300;12.32;11.45;;;;;;;
11321.98;22;602969.2721;7618154.824;466.6574;Girth Weld;9310;12.34;11.45;;;;;;;
11334.32;22;602980.8829;7618150.734;467.4267;Girth Weld;9320;12.36;11.45;;;;;;;
11344.65;22;602990.6069;7618147.312;467.9469;metal loss-milling feature  / longitudinal weld feature - FUIN;;;;-10.33;7:51;12;;68;58;YES
11346.68;22;602992.514;7618146.641;468.0453;Girth Weld;9330;12.17;11.45;;;;;;;
11358.85;22;603003.9811;7618142.629;468.6573;Girth Weld;9340;12.34;11.45;;;;;;;
11371.2;22;603015.615;7618138.581;469.2574;Girth Weld;9350;12.35;11.45;;;;;;;
11383.55;22;603027.2513;7618134.52;469.8227;Girth Weld;9360;12.28;11.45;;;;;;;
11395.83;22;603038.8076;7618130.419;470.2719;Girth Weld;9370;12.35;11.45;;;;;;;
11408.18;22;603050.4305;7618126.297;470.5271;Girth Weld;9380;10.01;11.45;;;;;;;
11415.63;22;603057.472;7618123.845;470.66;MM  / No. 6 @ KM 908+022,70;;;;;12:00;;;;;
11418.19;22;603059.8773;7618123.011;470.706;Girth Weld;9390;12.36;11.45;;;;;;;
11430.55;22;603071.5194;7618118.942;470.8606;Girth Weld;9400;12.34;11.45;;;;;;;
11442.88;22;603083.1294;7618114.82;470.8647;Girth Weld;9410;12.28;11.45;;;;;;;
11455.17;22;603094.6822;7618110.71;470.583;Girth Weld;9420;12.31;11.45;;;;;;;
11467.48;22;603106.2806;7618106.672;470.0318;Girth Weld;9430;12.32;11.45;;;;;;;
11479.8;22;603117.8907;7618102.68;469.2814;Girth Weld;9440;12.35;11.45;;;;;;;
11492.16;22;603129.4976;7618098.617;468.3473;Girth Weld;9450;12.34;11.45;;;;;;;
11504.5;22;603141.0818;7618094.546;467.3935;Girth Weld;9460;12.32;11.45;;;;;;;
11516.82;22;603152.6274;7618090.465;466.2787;Girth Weld;9470;12.21;11.45;;;;;;;
11529.03;22;603164.06;7618086.422;465.0542;Girth Weld;9480;12.19;11.45;;;;;;;
11541.22;22;603175.4651;7618082.366;463.8233;Girth Weld;9490;12.17;11.45;;;;;;;
11553.39;22;603186.8431;7618078.331;462.4821;Girth Weld;9500;12.34;11.45;;;;;;;
11565.72;22;603198.377;7618074.253;461.0855;Girth Weld;9510;12.31;11.45;;;;;;;
11578.04;22;603209.882;7618070.204;459.5932;Girth Weld;9520;12.35;11.45;;;;;;;
11590.39;22;603221.4061;7618066.138;457.9739;Girth Weld;9530;12.35;11.45;;;;;;;
11602.74;22;603232.9341;7618062.069;456.4122;Girth Weld;9540;12.31;11.45;;;;;;;
11615.05;22;603244.4635;7618058.064;454.9827;Girth Weld;9550;12.2;11.45;;;;;;;
11627.25;22;603255.8837;7618054.126;453.4513;Girth Weld;9560;12.35;11.45;;;;;;;
11639.61;22;603267.4746;7618050.16;452.0433;Girth Weld;9570;12.17;11.45;;;;;;;
11651.78;22;603278.9038;7618046.242;450.7469;Girth Weld;9580;12.36;11.45;;;;;;;
11664.14;22;603290.5351;7618042.285;449.6988;Girth Weld;9590;12.22;11.45;;;;;;;
11676.35;22;603302.0412;7618038.288;449.1127;Girth Weld;9600;12.41;11.45;;;;;;;
11688.76;22;603313.6862;7618034.113;449.0202;Girth Weld;9610;12.34;11.45;;;;;;;
11701.1;22;603325.1924;7618029.806;449.9744;Girth Weld;9620;12.37;11.45;;;;;;;
11713.46;22;603336.7729;7618025.582;450.7736;Girth Weld;9630;12.29;11.45;;;;;;;
11725.75;22;603348.3172;7618021.494;451.5515;Girth Weld;9640;12.36;11.45;;;;;;;
11738.11;22;603359.9343;7618017.408;452.4437;Girth Weld;9650;2.76;11.45;;;;;;;
11740.87;22;603362.5317;7618016.497;452.646;Girth Weld;9660;12.32;11.45;;;;;;;
11753.19;22;603374.1174;7618012.44;453.4997;Girth Weld;9670;12.38;11.45;;;;;;;
11765.57;22;603385.7527;7618008.366;454.3998;Girth Weld;9680;12.34;11.45;;;;;;;
11777.9;22;603397.3485;7618004.3;455.3058;Girth Weld;9690;12.36;11.45;;;;;;;
11782.61;22;603401.774;7618002.761;455.6436;Attachment;;;;;3:00;;;;;
11790.26;22;603408.9772;7618000.247;456.1477;Girth Weld;9700;12.34;11.45;;;;;;;
11802.6;22;603420.5993;7617996.192;456.6611;Girth Weld;9710;12.34;11.45;;;;;;;
11814.94;22;603432.2207;7617992.099;456.9855;Girth Weld;9720;12.35;11.45;;;;;;;
11827.29;22;603443.8581;7617988.021;457.1818;Girth Weld;9730;12.35;11.45;;;;;;;
11839.64;22;603455.4888;7617983.924;457.2153;Girth Weld;9740;11.86;11.45;;;;;;;
11851.5;22;603466.6491;7617979.959;457.0666;Girth Weld;9750;12.26;11.45;;;;;;;
11863.77;22;603478.2095;7617975.934;456.7341;Girth Weld;9760;12.36;11.45;;;;;;;
11876.12;22;603489.86;7617971.898;456.3101;Girth Weld;9770;12.28;11.45;;;;;;;
11888.41;22;603501.4067;7617967.803;455.7639;Girth Weld;9780;12.36;11.45;;;;;;;
11900.76;22;603512.9994;7617963.641;455.0983;Girth Weld;9790;12.36;11.45;;;;;;;
11913.13;22;603524.6119;7617959.496;454.5288;Girth Weld;9800;10.97;11.45;;;;;;;
11924.1;22;603534.9167;7617955.79;454.2239;Girth Weld;9810;12.34;11.45;;;;;;;
11936.45;22;603546.5265;7617951.649;454.1615;Girth Weld;9820;12.36;11.45;;;;;;;
11948.81;22;603558.1639;7617947.535;454.3744;Girth Weld;9830;12.35;11.45;;;;;;;
11961.16;22;603569.791;7617943.468;454.9641;Girth Weld;9840;12.37;11.45;;;;;;;
11973.53;22;603581.4278;7617939.418;455.8808;Girth Weld;9850;11.51;11.45;;;;;;;
11985.04;22;603592.2351;7617935.607;456.7978;Girth Weld;9860;12.37;11.45;;;;;;;
11997.41;22;603603.8436;7617931.465;457.6983;Girth Weld;9870;12.35;11.45;;;;;;;
12009.76;22;603615.4179;7617927.349;458.8504;Girth Weld;9880;12.27;11.45;;;;;;;
12022.03;22;603626.9184;7617923.279;460.0645;Girth Weld;9890;12.35;11.45;;;;;;;
12034.38;22;603638.5071;7617919.206;461.2249;Girth Weld;9900;12.36;11.45;;;;;;;
12046.74;22;603650.0993;7617915.139;462.4469;Girth Weld;9910;12.34;11.45;;;;;;;
12059.08;22;603661.6786;7617911.103;463.743;Girth Weld;9920;12.33;11.45;;;;;;;
12071.42;22;603673.2715;7617907.079;464.8426;Girth Weld;9930;12.28;11.45;;;;;;;
12083.7;22;603684.8003;7617903.009;465.8781;Girth Weld;9940;10.68;11.45;;;;;;;
12094.38;22;603694.8035;7617899.434;466.8894;Girth Weld;9950;12.37;11.45;;;;;;;
12106.75;22;603706.3881;7617895.314;468.107;Girth Weld;9960;12.34;11.45;;;;;;;
12119.09;22;603717.9517;7617891.209;469.2977;Girth Weld;9970;12.34;11.45;;;;;;;
12131.43;22;603729.503;7617887.092;470.5291;Girth Weld;9980;12.34;11.45;;;;;;;
12143.76;22;603741.0513;7617882.993;471.8296;Girth Weld;9990;12.37;11.45;;;;;;;
12156.14;22;603752.6561;7617878.905;473.0146;Girth Weld;10000;12.31;11.45;;;;;;;
12168.44;22;603764.1981;7617874.856;474.2315;Girth Weld;10010;12.31;11.45;;;;;;;
12180.75;22;603775.7191;7617870.78;475.612;Girth Weld;10020;12.36;11.45;;;;;;;
12193.12;22;603787.2949;7617866.661;476.8741;Girth Weld;10030;11.81;11.45;;;;;;;
12204.92;22;603798.3754;7617862.729;477.7883;Girth Weld;10040;12.35;11.45;;;;;;;
12217.27;22;603809.9686;7617858.592;478.5505;Girth Weld;10050;12.3;11.45;;;;;;;
12229.57;22;603821.5348;7617854.471;478.9593;Girth Weld;10060;12.26;11.45;;;;;;;
12241.83;22;603833.063;7617850.368;479.1803;Girth Weld;10070;12.25;11.45;;;;;;;
12254.08;22;603844.6018;7617846.308;479.2325;Girth Weld;10080;12.22;11.45;;;;;;;
12266.3;22;603856.121;7617842.281;479.066;Girth Weld;10090;12.32;11.45;;;;;;;
12278.62;22;603867.7019;7617838.206;478.4009;Girth Weld;10100;12.39;11.45;;;;;;;
12291;22;603879.3459;7617834.158;477.4774;Girth Weld;10110;12.32;11.45;;;;;;;
12303.32;22;603890.8317;7617830.185;475.6712;Girth Weld;10120;12.26;11.45;;;;;;;
12315.59;22;603902.1207;7617826.202;473.1394;Girth Weld;10130;10.7;11.45;;;;;;;
12326.29;22;603911.9847;7617822.692;471.0388;Girth Weld;10140;12.38;11.45;;;;;;;
12338.67;22;603923.4682;7617818.592;469.0834;Girth Weld;10150;12.36;11.45;;;;;;;
12351.03;22;603935.0247;7617814.444;467.9262;Girth Weld;10160;12.36;11.45;;;;;;;
12363.39;22;603946.6077;7617810.295;466.9542;Girth Weld;10170;12.34;11.45;;;;;;;
12375.73;22;603958.1653;7617806.123;466.0728;Girth Weld;10180;12.36;11.45;;;;;;;
12388.09;22;603969.7448;7617801.916;465.3495;Girth Weld;10190;12.34;11.45;;;;;;;
12400.43;22;603981.3613;7617797.833;465.0802;Girth Weld;10200;12.36;11.45;;;;;;;
12412.79;22;603993.0116;7617793.754;465.1545;Girth Weld;10210;12.35;11.45;;;;;;;
12425.14;22;604004.6335;7617789.639;465.3231;Girth Weld;10220;12.29;11.45;;;;;;;
12437.43;22;604016.2031;7617785.544;465.3827;Girth Weld;10230;12.31;11.45;;;;;;;
12449.74;22;604027.7977;7617781.474;465.3771;Girth Weld;10240;12.34;11.45;;;;;;;
12462.08;22;604039.4337;7617777.418;465.389;Girth Weld;10250;11.97;11.45;;;;;;;
12474.05;22;604050.7103;7617773.449;465.2151;Girth Weld;10260;12.34;11.45;;;;;;;
12486.39;22;604062.3255;7617769.357;464.8858;Girth Weld;10270;12.35;11.45;;;;;;;
12498.74;22;604073.9689;7617765.334;464.4128;Girth Weld;10280;12.32;11.45;;;;;;;
12511.06;22;604085.5637;7617761.287;463.7773;Girth Weld;10290;12.35;11.45;;;;;;;
12523.4;22;604097.1825;7617757.204;463.2388;Girth Weld;10300;4.81;11.45;;;;;;;
12528.21;22;604101.7178;7617755.635;463.1113;Girth Weld;10310;9.18;11.45;;;;;;;
12537.4;22;604110.387;7617752.658;462.8997;Girth Weld;10320;8.74;11.45;;;;;;;
12546.13;22;604118.6416;7617749.838;462.7958;Girth Weld;10330;12.19;11.45;;;;;;;
12558.32;22;604130.1476;7617745.868;462.8818;Girth Weld;10340;12.35;11.45;;;;;;;
12570.67;22;604141.7714;7617741.767;463.1746;Girth Weld;10350;12.26;11.45;;;;;;;
12582.93;22;604153.2961;7617737.631;463.4229;Girth Weld;10360;12.35;11.45;;;;;;;
12595.28;22;604164.8859;7617733.411;463.5365;Girth Weld;10370;12.34;11.45;;;;;;;
12607.62;22;604176.4671;7617729.212;463.6042;Girth Weld;10380;12.35;11.45;;;;;;;
12619.97;22;604188.0807;7617725.079;463.921;Girth Weld;10390;12.39;11.45;;;;;;;
12632.36;22;604199.7212;7617720.97;464.7213;Girth Weld;10400;11.64;11.45;;;;;;;
12643.99;22;604210.5814;7617717.144;466.3063;Girth Weld;10410;12.35;11.45;;;;;;;
12656.34;22;604222.0689;7617713.063;468.2005;Girth Weld;10420;12.3;11.45;;;;;;;
12668.64;22;604233.5796;7617708.977;469.5748;Girth Weld;10430;12.35;11.45;;;;;;;
12681;22;604245.0951;7617704.963;471.4844;Girth Weld;10440;12.33;11.45;;;;;;;
12693.33;22;604256.554;7617700.924;473.5262;Girth Weld;10450;12.32;11.45;;;;;;;
12705.64;22;604268.0757;7617696.887;475.0586;Girth Weld;10460;12.25;11.45;;;;;;;
12717.89;22;604279.5766;7617692.871;476.2106;Girth Weld;10470;12.34;11.45;;;;;;;
12730.23;22;604291.16;7617688.793;477.2179;Girth Weld;10480;12.37;11.45;;;;;;;
12742.59;22;604302.7865;7617684.709;478.0568;Girth Weld;10490;12.35;11.45;;;;;;;
12754.94;22;604314.4189;7617680.651;478.5789;Girth Weld;10500;12.34;11.45;;;;;;;
12767.28;22;604326.0453;7617676.581;478.8283;Girth Weld;10510;12.32;11.45;;;;;;;
12779.6;22;604337.6631;7617672.523;478.8783;Girth Weld;10520;11.82;11.45;;;;;;;
12791.42;22;604348.7982;7617668.608;479.0889;Girth Weld;10530;12.29;11.45;;;;;;;
12803.72;22;604360.379;7617664.544;479.3705;Girth Weld;10540;12.36;11.45;;;;;;;
12816.08;22;604371.9992;7617660.431;479.9641;Girth Weld;10550;12.12;11.45;;;;;;;
12828.2;22;604383.397;7617656.425;480.7975;Girth Weld;10560;12.31;11.45;;;;;;;
12840.51;22;604394.9812;7617652.357;481.4711;Girth Weld;10570;12.34;11.45;;;;;;;
12852.85;22;604406.5847;7617648.264;482.2047;Girth Weld;10580;11.97;11.45;;;;;;;
12864.82;22;604417.8278;7617644.258;482.8598;Girth Weld;10590;12.28;11.45;;;;;;;
12877.1;22;604429.3786;7617640.151;483.3513;Girth Weld;10600;12.36;11.45;;;;;;;
12889.47;22;604441.022;7617636.06;483.7934;Girth Weld;10610;12.23;11.45;;;;;;;
12901.7;22;604452.5425;7617632.026;484.2535;Girth Weld;10620;12.38;11.45;;;;;;;
12914.08;22;604464.1853;7617627.885;484.6124;Girth Weld;10630;12.3;11.45;;;;;;;
12926.37;22;604475.7485;7617623.765;484.8915;Girth Weld;10640;12.33;11.45;;;;;;;
12938.71;22;604487.3573;7617619.663;485.0893;Girth Weld;10650;12.33;11.45;;;;;;;
12951.04;22;604498.9834;7617615.602;485.2443;Girth Weld;10660;12.37;11.45;;;;;;;
12963.41;22;604510.6444;7617611.517;485.3613;Girth Weld;10670;12.34;11.45;;;;;;;
12975.75;22;604522.2694;7617607.422;485.4387;Girth Weld;10680;12.37;11.45;;;;;;;
12988.13;22;604533.9438;7617603.387;485.4532;Girth Weld;10690;12.34;11.45;;;;;;;
13000.46;22;604545.5886;7617599.364;485.4705;Girth Weld;10700;12.27;11.45;;;;;;;
13004.05;22;604548.97;7617598.192;485.469;MM  / No. 7 @ KM 910+006,20;;;;;12:00;;;;;
13012.74;22;604557.1464;7617595.324;485.4305;Girth Weld;10710;12.36;11.45;;;;;;;
13025.1;22;604568.7785;7617591.195;485.3363;Girth Weld;10720;12.14;11.45;;;;;;;
13037.24;22;604580.2046;7617587.139;485.1678;Girth Weld;10730;12.36;11.45;;;;;;;
13049.6;22;604591.8235;7617582.987;485.085;Girth Weld;10740;12.34;11.45;;;;;;;
13061.94;22;604603.4233;7617578.832;485.0407;Girth Weld;10750;12.33;11.45;;;;;;;
13074.28;22;604615.0215;7617574.687;484.9678;Girth Weld;10760;12.35;11.45;;;;;;;
13086.62;22;604626.6416;7617570.574;484.821;Girth Weld;10770;12.35;11.45;;;;;;;
13098.97;22;604638.269;7617566.468;484.5917;Girth Weld;10780;12.31;11.45;;;;;;;
13111.29;22;604649.8586;7617562.369;484.4117;Girth Weld;10790;12.37;11.45;;;;;;;
13123.66;22;604661.4956;7617558.24;484.1975;Girth Weld;10800;12.37;11.45;;;;;;;
13136.03;22;604673.1294;7617554.111;483.7906;Girth Weld;10810;12.33;11.45;;;;;;;
13148.36;22;604684.7366;7617550.005;483.5219;Girth Weld;10820;12.37;11.45;;;;;;;
13160.73;22;604696.3686;7617545.874;483.2096;Girth Weld;10830;12.34;11.45;;;;;;;
13173.06;22;604707.9742;7617541.788;482.696;Girth Weld;10840;12.37;11.45;;;;;;;
13185.43;22;604719.6237;7617537.711;482.3721;Girth Weld;10850;11.42;11.45;;;;;;;
13196.85;22;604730.3855;7617533.944;482.1789;Girth Weld;10860;12.37;11.45;;;;;;;
13209.22;22;604742.0426;7617529.874;481.9596;Girth Weld;10870;12.34;11.45;;;;;;;
13221.56;22;604753.676;7617525.828;481.7642;Girth Weld;10880;12.22;11.45;;;;;;;
13233.78;22;604765.2005;7617521.809;481.6476;Girth Weld;10890;12.2;11.45;;;;;;;
13245.98;22;604776.702;7617517.792;481.6061;Girth Weld;10900;12.35;11.45;;;;;;;
13258.33;22;604788.3357;7617513.692;481.6063;Girth Weld;10910;12.26;11.45;;;;;;;
13270.59;22;604799.8744;7617509.602;481.4926;Girth Weld;10920;12.36;11.45;;;;;;;
13282.95;22;604811.4982;7617505.466;481.3417;Girth Weld;10930;12.34;11.45;;;;;;;
13295.29;22;604823.1032;7617501.346;481.0714;Girth Weld;10940;12.36;11.45;;;;;;;
13307.65;22;604834.7363;7617497.25;480.6527;Girth Weld;10950;12.34;11.45;;;;;;;
13319.99;22;604846.3504;7617493.166;480.1798;Girth Weld;10960;12.36;11.45;;;;;;;
13332.35;22;604857.9704;7617489.037;479.6854;Girth Weld;10970;12.27;11.45;;;;;;;
13344.62;22;604869.4935;7617484.949;478.9462;Girth Weld;10980;11.29;11.45;;;;;;;
13355.91;22;604880.1114;7617481.224;478.2681;Girth Weld;10990;12.34;11.45;;;;;;;
13368.25;22;604891.7153;7617477.116;477.7008;Girth Weld;11000;11.86;11.45;;;;;;;
13380.11;22;604902.8399;7617473.165;476.8556;Girth Weld;11010;11.01;11.45;;;;;;;
13391.12;22;604913.1429;7617469.541;475.6843;Girth Weld;11020;12.24;11.45;;;;;;;
13403.36;22;604924.6181;7617465.568;474.3455;Girth Weld;11030;12.33;11.45;;;;;;;
13415.69;22;604936.1395;7617461.61;472.6348;Girth Weld;11040;12.34;11.45;;;;;;;
13428.03;22;604947.5693;7617457.638;470.3653;Girth Weld;11050;12.39;11.45;;;;;;;
13440.42;22;604959.1236;7617453.688;468.6079;Girth Weld;11060;12.35;11.45;;;;;;;
13452.77;22;604970.859;7617449.9;468.6181;Girth Weld;11070;12.34;11.45;;;;;;;
13465.11;22;604982.5275;7617445.953;468.5027;Girth Weld;11080;12.33;11.45;;;;;;;
13477.45;22;604993.981;7617441.631;467.2059;Girth Weld;11090;12.33;11.45;;;;;;;
13489.78;22;605005.4064;7617437.309;465.7232;Girth Weld;11100;12.35;11.45;;;;;;;
13502.13;22;605016.8827;7617433.038;464.3105;Girth Weld;11110;12.34;11.45;;;;;;;
13514.47;22;605028.3945;7617428.845;463.0054;Girth Weld;11120;12.36;11.45;;;;;;;
13526.83;22;605039.9365;7617424.661;461.7789;Girth Weld;11130;12.34;11.45;;;;;;;
13539.17;22;605051.4688;7617420.539;460.4495;Girth Weld;11140;12.36;11.45;;;;;;;
13551.53;22;605063.0211;7617416.466;459.0036;Girth Weld;11150;12.35;11.45;;;;;;;
13563.88;22;605074.5853;7617412.403;457.7224;Girth Weld;11160;12.35;11.45;;;;;;;
13576.22;22;605086.1289;7617408.284;456.4443;Girth Weld;11170;12.36;11.45;;;;;;;
13588.59;22;605097.691;7617404.196;455.075;Girth Weld;11180;11.95;11.45;;;;;;;
13600.54;22;605108.8957;7617400.268;453.896;Girth Weld;11190;10.45;11.45;;;;;;;
13610.99;22;605118.7089;7617396.854;452.985;Girth Weld;11200;12.35;11.45;;;;;;;
13623.34;22;605130.2723;7617392.688;451.9907;Girth Weld;11210;12.27;11.45;;;;;;;
13635.62;22;605141.7618;7617388.52;451.1136;Girth Weld;11220;12.36;11.45;;;;;;;
13647.98;22;605153.3636;7617384.407;450.2946;Girth Weld;11230;12.36;11.45;;;;;;;
13660.33;22;605165.0086;7617380.416;449.4492;Girth Weld;11240;12.37;11.45;;;;;;;
13672.7;22;605176.6796;7617376.434;448.9395;Girth Weld;11250;12.34;11.45;;;;;;;
13685.04;22;605188.3231;7617372.403;448.871;Girth Weld;11260;6.07;11.45;;;;;;;
13691.11;22;605194.0518;7617370.436;448.8271;Girth Weld;11270;6.06;11.45;;;;;;;
13697.17;22;605199.7828;7617368.491;448.81;Girth Weld;11280;12.3;11.45;;;;;;;
13709.47;22;605211.4289;7617364.6;448.8008;Girth Weld;11290;12.35;11.45;;;;;;;
13721.81;22;605223.1364;7617360.729;448.9045;Girth Weld;11300;12.32;11.45;;;;;;;
13734.14;22;605234.8045;7617356.83;449.1017;Girth Weld;11310;12.33;11.45;;;;;;;
13746.47;22;605246.4394;7617352.788;449.175;Girth Weld;11320;12.36;11.45;;;;;;;
13758.83;22;605258.0297;7617348.547;449.2313;Girth Weld;11330;12.35;11.45;;;;;;;
13771.18;22;605269.5768;7617344.22;449.4917;Girth Weld;11340;12.35;11.45;;;;;;;
13783.53;22;605281.136;7617339.947;450.0366;Girth Weld;11350;12.34;11.45;;;;;;;
13795.88;22;605292.7586;7617335.895;450.7039;Girth Weld;11360;12.36;11.45;;;;;;;
13808.23;22;605304.397;7617331.885;451.5751;Girth Weld;11370;11.46;11.45;;;;;;;
13819.7;22;605315.1341;7617328.07;452.6963;Girth Weld;11380;12.35;11.45;;;;;;;
13832.05;22;605326.7477;7617323.993;453.5787;Girth Weld;11390;12.36;11.45;;;;;;;
13844.41;22;605338.3848;7617319.948;454.4152;Girth Weld;11400;12.12;11.45;;;;;;;
13846.33;22;605340.1819;7617319.318;454.5591;metal loss-milling feature  / longitudinal weld feature - FUIN;;;;-1.91;10:51;10;;35;17;YES
13856.54;22;605349.7659;7617315.923;455.3681;Girth Weld;11410;3.57;11.45;;;;;;;
13860.1;22;605353.1091;7617314.731;455.6559;Girth Weld;11420;10.87;11.45;;;;;;;
13870.97;22;605363.3004;7617311.089;456.5341;Girth Weld;11430;12.08;11.45;;;;;;;
13883.05;22;605374.6093;7617307.022;457.6324;Girth Weld;11440;12.35;11.45;;;;;;;
13895.4;22;605386.1668;7617302.868;458.8144;Girth Weld;11450;12.37;11.45;;;;;;;
13907.77;22;605397.7494;7617298.722;459.9265;Girth Weld;11460;12.33;11.45;;;;;;;
13920.1;22;605409.3329;7617294.627;460.7798;Girth Weld;11470;12.36;11.45;;;;;;;
13932.46;22;605420.943;7617290.509;461.5917;Girth Weld;11480;12.35;11.45;;;;;;;
13944.81;22;605432.5438;7617286.379;462.3102;Girth Weld;11490;12.36;11.45;;;;;;;
13957.17;22;605444.1534;7617282.237;463.038;Girth Weld;11500;12.36;11.45;;;;;;;
13969.53;22;605455.7688;7617278.144;463.8852;Girth Weld;11510;12.02;11.45;;;;;;;
13981.55;22;605467.0635;7617274.163;464.6937;Girth Weld;11520;12.32;11.45;;;;;;;
13993.87;22;605478.6285;7617270.019;465.447;Girth Weld;11530;12.35;11.45;;;;;;;
14006.22;22;605490.2144;7617265.865;466.2365;Girth Weld;11540;12.37;11.45;;;;;;;
14018.58;22;605501.8225;7617261.736;467.0983;Girth Weld;11550;12.34;11.45;;;;;;;
14030.93;22;605513.4198;7617257.628;467.9119;Girth Weld;11560;12.37;11.45;;;;;;;
14043.3;22;605525.0506;7617253.493;468.3498;Girth Weld;11570;12.35;11.45;;;;;;;
14055.65;22;605536.6781;7617249.418;468.9308;Girth Weld;11580;12.35;11.45;;;;;;;
14068;22;605548.3216;7617245.397;469.644;Girth Weld;11590;12.28;11.45;;;;;;;
14080.28;22;605559.9182;7617241.465;470.3229;Girth Weld;11600;12.32;11.45;;;;;;;
14092.61;22;605571.5223;7617237.41;470.9832;Girth Weld;11610;12.33;11.45;;;;;;;
14104.94;22;605583.1206;7617233.304;471.5172;Girth Weld;11620;12.36;11.45;;;;;;;
14117.3;22;605594.7544;7617229.221;472.1197;Girth Weld;11630;12.03;11.45;;;;;;;
14129.32;22;605606.0729;7617225.254;472.7717;Girth Weld;11640;12.05;11.45;;;;;;;
14141.38;22;605617.4141;7617221.26;473.3727;Girth Weld;11650;12.35;11.45;;;;;;;
14153.73;22;605629.0305;7617217.14;473.8937;Girth Weld;11660;12.32;11.45;;;;;;;
14166.05;22;605640.6246;7617213.06;474.3877;Girth Weld;11670;12.33;11.45;;;;;;;
14178.38;22;605652.226;7617208.98;475.0064;Girth Weld;11680;12.18;11.45;;;;;;;
14190.55;22;605663.6811;7617204.957;475.7621;Girth Weld;11690;12.13;11.45;;;;;;;
14202.68;22;605675.0831;7617200.933;476.452;Girth Weld;11700;12.33;11.45;;;;;;;
14215.01;22;605686.6878;7617196.848;477.1045;Girth Weld;11710;12.36;11.45;;;;;;;
14227.38;22;605698.3232;7617192.775;477.8122;Girth Weld;11720;12.34;11.45;;;;;;;
14239.72;22;605709.9427;7617188.695;478.4058;Girth Weld;11730;12.35;11.45;;;;;;;
14252.08;22;605721.5769;7617184.618;478.8461;Girth Weld;11740;12.33;11.45;;;;;;;
14264.4;22;605733.1769;7617180.512;479.2849;Girth Weld;11750;12.3;11.45;;;;;;;
14276.71;22;605744.7631;7617176.446;479.7228;Girth Weld;11760;12.36;11.45;;;;;;;
14289.07;22;605756.4168;7617172.383;480.1009;Girth Weld;11770;12.34;11.45;;;;;;;
14301.41;22;605768.0488;7617168.344;480.5972;Girth Weld;11780;12.36;11.45;;;;;;;
